hsn_code,description,gst_rate
1702,"Palmyra sugar, mishri, batasha, bura, sakar, khadi sakar, harda, sakariya, gatta, kuliya, elaichidana, lukumdana, chikkis like puffed rice chikki, peanut chikki, sesame chikki, til chikki, til patti, til revdi, sugar makhana,
groundnut sweets, gajak, khaja, khajuli, anarsa",0.05
1702,"Jaggery of all types including Cane Jaggery (gur), Palmyra Jaggery, pre-packaged and labelled; Khandsari Sugar, pre-packaged and labelled; Rab, pre-packaged and labelled",0.05
1702,"(i)Jaggery of all types including Cane Jaggery (gur),Palmyra Jaggery, other than pre-packaged and labelled.;
(ii) Khandsari Sugar, other than pre-packaged and labelled (iii) Rab, other than pre-packaged and labelled",0.0
1703,Molasses,0.28
1704,Sugar boiled confectionery,0.12
1704,"Sugar confectionery [other than mishri, batasha, bura, sakar, khadi sakar, harda, sakariya, gatta, kuliya, elaichidana, lukumdana, chikkis like puffed rice chikki, peanut chikki, sesame chikki, til chikki, til patti, til revdi, sugar makhana, [groundnut sweets, gajak and sugar boiled
confectionery",0.18
1704,"Palmyra sugar, mishri, batasha, bura, sakar, khadi sakar, harda, sakariya, gatta, kuliya, elaichidana, lukumdana, chikkis like puffed rice chikki, peanut chikki, sesame chikki, til chikki, til patti, til revdi, sugar makhana,
groundnut sweets, gajak, khaja, khajuli, anarsa",0.05
1801,"Cocoa beans whole or broken, raw or roasted",0.05
1802,"Cocoa shells, husks, skins and other cocoa waste",0.05
1803,Cocoa paste whether or not de-fatted,0.05
1804,"Cocoa butter, fat and oil",0.18
1805,"Cocoa powder, not containing added sugar
or sweetening matter",0.18
1806,"Chocolates and other food preparations
containing cocoa",0.18
19,Other smoking tobacco not bearing a brand name,
19,Other smoking tobacco bearing a brand name,
19,"Products containing tobacco or nicotine
substitutes and intended for inhalation without combustion",0.28
19,"All goods, other than pan masala containing
tobacco 'gutkha', not bearing a brand name",
19,Smoking mixtures for pipes and cigarettes,
19,"Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to household domestic consumers”;",0.05
19,"Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to non- domestic exempted category (NDEC) customers by the Indian Oil Corporation Limited, Hindustan petroleum Corporation Limited or Bharat Petroleum Corporation Limited.",0.05
19,"All goods, other than pan masala containing
tobacco 'gutkha', bearing a brand name",
19,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
1901,"Malt extract, food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 0401 to 0404, not containing cocoa or containing less than 5% by weight of cocoa calculated on a
totally defatted basis not elsewhere specified or included [other than mixes
and doughs for the preparation of bakers’ wares of heading 1905]",0.18
1901,"Mixes and doughs for the preparation of bread, pastry and
other baker's wares",0.05
1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli,
cannelloni; couscous, whether or not prepared]",0.12
1902,Seviyan (vermicelli),0.05
1903,"Tapioca and substitutes therefor prepared from starch, in
the form of flakes, grains, pearls, siftings or in similar forms. (sabudana)",0.05
1904,"Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki, pre-packaged and labelled”;",0.05
1904,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur,
commonly known as Murki",0.18
1904,"Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki other than pre-packaged and labelled.",0.0
1905,"Pastry, cakes, biscuits and other bakers’ wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products[other than pizza bread, khakhra, plain chapatti or roti, bread, rusks, toasted
bread and similar toasted products",0.18
1905,"Khakhra, Plain chapatti or roti",0.05
1905,Pizza bread,0.05
1905,"Bread (branded or otherwise), except when served for
consumption and pizza bread",0.0
1905,"Pappad, by whatever name it is known, except when
served for consumption",0.0
1905,"Rusks, toasted bread and similar toasted products",0.05
20,"All goods i.e Extracts, essences and concentrates of tea or mate, and preparations with a basis of these extracts,
essences or concentrates or with a basis of tea or mate",0.18
20,"Hop cones, ground, powdered or in the form of pellets; lupulin",0.05
20,Preparations containing chewing tobacco,
20,"Malt extract, food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 0401 to 0404, not containing cocoa or containing less than 5% by weight of cocoa calculated on a
totally defatted basis not elsewhere specified or included [other than mixes
and doughs for the preparation of bakers’ wares of heading 1905]",0.18
20,Greaseproof papers,0.12
20,"Toran, Doorway Decoration made from cotton
yarn or woollen yarn and aabhala (mirror) with or without hanging flaps",0.05
20,"Agricultural Diesel Engine of cylinder
capacity exceeding 250 cc for Tractor",0.18
20,Fruit pulp or fruit juice based drinks [other than Carbonated Beverages of Fruit Drink or Carbonated Beverages with Fruit Juice],0.12
20,Self-loading or self-unloading trailers for agricultural purposes,0.12
20,Pan-masala,
20,"Ecaussine and other calcareous monumental or building stone alabaster [other than marble and travertine], other than mirror polished stone which is ready to use",0.05
20,"Tableware and kitchenware of clay and terracotta,
other clay articles",0.12
20,Other hand pumps,0.12
20,Iodine,0.12
20,"Mixes and doughs for the preparation of bread, pastry and
other baker's wares",0.05
20,"Marble and travertine, other than blocks",0.18
20,"Hand bags and shopping bags, of cotton",0.12
20,"Motor vehicles for the transport of not more than 13 persons, including the driver, other than the vehicles of the description mentioned in S. No.
50 and 51",
20,Condensed milk,0.12
20,"Vegetable parchment, tracing papers and other glazed transparent or translucent papers, in rolls or sheets (other than
greaseproof paper, glassine paper)",0.18
20,Bicycle pumps,0.18
20,Parts and accessories of carriage for disabled persons],0.05
20,"Cigarettes containing tobacco other than filter cigarettes, of length not exceeding 65 millimetres",
20,"Cigarettes containing tobacco other than filter
cigarettes, of length exceeding 65 millimetres but not exceeding 75 millimetres",
20,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
20,"Filter cigarettes of length (including the length of the filter, the length of filter being 11 millimetres or its actual length, whichever is more) not
exceeding 65 millimetres",
20,"Filter cigarettes of length (including the length of the filter, the length of filter being 11 millimetres or its actual length, whichever is more) exceeding
65 millimetres but not exceeding 70 millimetres",
20,"Filter cigarettes of length (including the length of the filter, the length of filter being 11 millimetres or its actual length, whichever is more) exceeding
70 millimetres but not exceeding 75 millimetres",
20,Other cigarettes containing tobacco,
20,Cigarillos of tobacco substitutes,
20,Pan masala,0.28
2001,"Vegetables, fruit, nuts and other edible parts
of plants, prepared or preserved by vinegar or acetic acid",0.12
2002,"Tomatoes prepared or preserved otherwise
than by vinegar or acetic acid",0.12
2003,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or
acetic acid",0.12
2004,"Other vegetables prepared or preserved
otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006",0.12
2005,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not
frozen, other than products of heading 2006",0.12
2006,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained,
glacé or crystallised)",0.12
2007,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by
cooking, whether or not containing added sugar or other sweetening matter",0.12
2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included; such as Ground-nuts, Cashew nut, roasted, salted or roasted and salted, Other roasted nuts and seeds, squash of Mango, Lemon, Orange, Pineapple or
other fruits",0.12
2009,"Fruit or nut juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening
matter",0.12
2009,Tender coconut water other than pre-packaged and labelled.,0.0
2009,Tender coconut water pre-packaged and labelled.,0.12
201,"Meat of bovine animals, fresh and chilled.",0.0
20],"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur,
commonly known as Murki",0.18
21,"Buttons, of plastics not covered with the textile material, of base metals, buttons of
coconut shell, button blanks",0.18
21,Live horses,0.12
21,"Petrol, Liquefied petroleum gases (LPG) or compressed natural gas (CNG) driven motor vehicles of engine capacity not exceeding 1200cc and of length not exceeding 4000 mm.
Explanation.- For the purposes of this entry, the specification of the motor vehicle shall be determined as per the Motor Vehicles Act, 1988
(59 of 1988) and the rules made there under.",
